139	1.000
1.39	0.754
13016	0.286
1339	0.515
BU	0.887
139	1.000
1.39	0.894
130	0.737
1330	0.579
426096	0.915
BU	0.935
139	0.995
130	0.987
1339	0.385
BU	0.889
139	0.929
1.39	0.812
131J6	0.406
BL	0.741
139	1.000
139	1.000
1.39	0.953
BL	0.757
BL	0.681
426096	0.915
139	1.000
1.39	0.647
0	0.373
1839	0.328
426096	0.796
139	1.000
1.39	0.907
0	0.476
1330	0.570
J	0.792
139	1.000
139	0.996
W	0.875
1330	0.561
426096	0.915
J	0.738
139	0.999
0	0.674
4546.	0.167
J	0.792
