16	0.989
I	0.136
16	0.998
16	1.000
16	0.986
16	0.994
16	1.000
16	0.998
16	0.994
16	0.989
16	1.000
16	1.000
16	0.986
16	0.989
T	0.221
16	0.994
16	0.997
16	0.988
16	0.998
16	0.994
16	0.999
16	0.998
16	0.989
16	0.988
16	0.999
16	0.988
16	0.989
16	0.993
16	0.999
16	0.988
16	0.989
16	0.999
16	1.000
16	0.988
16	0.989
16	0.998
16	0.999
16	0.988
